Наименование,Оценка,Количество оценок,Адрес,Координаты объекта,Количество отзывов,Автор,Статус автора,Оценка автора,Дата,Текст,Like,Dislike,source,Оценка_автора_число,clean_text,review_length,category,sentiment,issue_type,delivery_speed
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,123 321,Местный эксперт · 6 отзывов · 5 фото,5 звезд,5 лет назад,Можно найти мебель на любой вкус и кошелёк,1.0,,Google,5.0,можно найти мебель на любой вкус и кошелёк,42,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Наталья Ц,Местный эксперт · 14 отзывов · 13 фото,5 звезд,2 года назад,"Нашелся диван удобный, красивый и качественный. Соотношение цены / качества вполне удовлетворила. Так же мне понравилось качество обслуживания, так что я могу рекомендовать",,,Google,5.0,нашелся диван удобный красивый и качественный соотношение цены качества вполне удовлетворила так же мне понравилось качество обслуживания так что я могу рекомендовать,172,Мягкая мебель,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Сергей Уваров,9 отзывов,5 звезд,2 года назад,"Все превосходно - от заказа в салоне - до сервиса доставки-сборки (быстро, слаженно, пунктуально). И, конечно, сам диван — отличный. Спасибо!",,,Google,5.0,все превосходно от заказа в салоне до сервиса доставкисборки быстро слаженно пунктуально и конечно сам диван отличный спасибо,141,Мягкая мебель,positive,Сервис/Доставка,fast
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Станислав Наумов,7 отзывов,5 звезд,2 года назад,"Диванов очень много, тканей еще больше. Сделали заказ дивана и подушек под заказ. Ожидание небольшое, 3 месяца. Другие компании еще больший срок предлагают",1.0,,Google,5.0,диванов очень много тканей еще больше сделали заказ дивана и подушек под заказ ожидание небольшое месяца другие компании еще больший срок предлагают,155,Мягкая мебель,neutral,Сервис/Доставка,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Диана Смыслина,1 отзыв,5 звезд,3 года назад,"Живём в Ангарске, но мебель приобретали в Иркутске в салоне ""Мир мебели"" в ТЦ ""Эталон"". С нами работала менеджер Александра, очень вежливая, тактичная девушка. Всё пришло во время и без задержек. Очень благодарны и довольны.",1.0,,Google,5.0,живём в ангарске но мебель приобретали в иркутске в салоне мир мебели в тц эталон с нами работала менеджер александра очень вежливая тактичная девушка всё пришло во время и без задержек очень благодарны и довольны,224,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,_Saffety Mill_,1 отзыв,5 звезд,3 года назад,"Заказала детскую, грамотный подход персонала. Учли мои пожелания. Ждать долго не пришлось в течении месяца все пришло. Сборщики молодцы, собрали очень быстро. Так держать!!!!",3.0,,Google,5.0,заказала детскую грамотный подход персонала учли мои пожелания ждать долго не пришлось в течении месяца все пришло сборщики молодцы собрали очень быстро так держать,174,Другое,neutral,Другое,slow
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Сергей Бояркин,6 отзывов · 5 фото,5 звезд,2 года назад,Вообще со сроками полный порядок – все доставки были в соответствии с договором. По оплате предложили удобные условия рассрочки. Наша семья довольна.,,,Google,5.0,вообще со сроками полный порядок все доставки были в соответствии с договором по оплате предложили удобные условия рассрочки наша семья довольна,149,Другое,neutral,Сервис/Доставка,fast
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Яна Юнг,1 отзыв,5 звезд,4 года назад,Отличный магазин с широким ассортиментом мебели. Покупали спальню и детскую. Магазин ориентирован на клиента. Особо хочу отметить работу менеджера Алёны и поблагодарить за внимательное отношение.,,,Google,5.0,отличный магазин с широким ассортиментом мебели покупали спальню и детскую магазин ориентирован на клиента особо хочу отметить работу менеджера алёны и поблагодарить за внимательное отношение,195,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Сергей Сорокин,2 отзыва,5 звезд,2 года назад,"Доставка произошла в срок. Кресло очень красивое. Мы довольны, правильный выбор сделан. В интерьер вписалось хорошо.",,,Google,5.0,доставка произошла в срок кресло очень красивое мы довольны правильный выбор сделан в интерьер вписалось хорошо,116,Мягкая мебель,positive,Сервис/Доставка,fast
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Сергей Чер,2 отзыва,5 звезд,3 года назад,"Покупал диван в гостиную, подобрали в Мир Мебели легко и оперативно! Спасибо консультанту. А ещё комфортно находится и есть мебель на любой вкус и кошелёк.",,,Google,5.0,покупал диван в гостиную подобрали в мир мебели легко и оперативно спасибо консультанту а ещё комфортно находится и есть мебель на любой вкус и кошелёк,155,Мягкая мебель,positive,Другое,fast
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Алена Константинова,4 отзыва,5 звезд,3 года назад,"Выбирала детскую для сына,в Мир Мебели нашла интересное решение польской мебели! Консультанты помогли продумать комплектацию и угостили вкусным кофе! Ребенок доволен-мама счастлива!!! Спасибо,Мир Мебели,за мебелью к вам!",,,Google,5.0,выбирала детскую для сынав мир мебели нашла интересное решение польской мебели консультанты помогли продумать комплектацию и угостили вкусным кофе ребенок доволенмама счастлива спасибомир мебелиза мебелью к вам,220,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Саша _,1 отзыв,5 звезд,2 года назад,"Посмотрели всё, посидели на диванах, потрогали все ткани, матрасы и всю мебель. Из массива- это моя отдельная любовь! Такая красивая мебель. Супер магазин",,,Google,5.0,посмотрели всё посидели на диванах потрогали все ткани матрасы и всю мебель из массива это моя отдельная любовь такая красивая мебель супер магазин,154,Мягкая мебель,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Ivan Kuznetsov,1 отзыв,5 звезд,3 года назад,"Купил замечательный диван, благодаря ещё более замечательному консультанту Алле, приветливая и обходительная, очень хорошо знает своё дело, безусловно найдёт то что именно нужно клиенту, безумно доволен!!!!",,,Google,5.0,купил замечательный диван благодаря ещё более замечательному консультанту алле приветливая и обходительная очень хорошо знает своё дело безусловно найдёт то что именно нужно клиенту безумно доволен,206,Мягкая мебель,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Татьяна Ушева,1 отзыв,5 звезд,2 года назад,Огромное спасибо и благодарность Константиновой Алене! Профессионал с большой буквы.  Очень культурный и ответственный человек . Благодарим Мир мебели за таких профессионалов! Спасибо за работу!!!,,,Google,5.0,огромное спасибо и благодарность константиновой алене профессионал с большой буквы очень культурный и ответственный человек благодарим мир мебели за таких профессионалов спасибо за работу,196,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Светлана,10 отзывов,5 звезд,5 лет назад,"Заказывали кухню в ""Мир Мебели"" в Версале. Очень приятный менеджер Татьяна. Хороший выбор мебели на любой вкус и кошелёк.",2.0,,Google,5.0,заказывали кухню в мир мебели в версале очень приятный менеджер татьяна хороший выбор мебели на любой вкус и кошелёк,121,Кухня,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Vladislav Yashkin,1 отзыв,5 звезд,2 года назад,Покупал мебель для кухни.Остался доволен покупкой. Продавец отнесся ко мне уважительно и объяснил какой лучше взять кухонный гарнитур.,,,Google,5.0,покупал мебель для кухниостался доволен покупкой продавец отнесся ко мне уважительно и объяснил какой лучше взять кухонный гарнитур,134,Кухня,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Ольга Степанова,1 отзыв,5 звезд,2 года назад,"Покупали мебель на Эталоне , хочу выразить огромную благодарность Анне , хотели купить диван, купили и прихожую и гостинную. Очень приятно работать с такими профессионалами",,,Google,5.0,покупали мебель на эталоне хочу выразить огромную благодарность анне хотели купить диван купили и прихожую и гостинную очень приятно работать с такими профессионалами,172,Мягкая мебель,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Olga Zurav,5 отзывов,5 звезд,5 лет назад,Есть дизайнер бесплатно. Большой выбор мебели. Приветливые и грамотные консультанты. Есть рассрочка до 1 года.,2.0,,Google,5.0,есть дизайнер бесплатно большой выбор мебели приветливые и грамотные консультанты есть рассрочка до года,110,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Александр Аввакумов,Местный эксперт · 38 отзывов,3 звезды,3 года назад,"Выбор хороший, но персонал явно не для продажи мебели , на рынке вениками торговать в самый раз .. негативом и персонала так веет, как буд то навязываешься",,,Google,3.0,выбор хороший но персонал явно не для продажи мебели на рынке вениками торговать в самый раз негативом и персонала так веет как буд то навязываешься,155,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Владимир Соловьев,Местный эксперт · 58 отзывов · 42 фото,4 звезды,2 года назад,"Хороший выбор мебели, умеренные цены, неплохое обслуживание, но только до тех пор как ты оплатил...",,,Google,4.0,хороший выбор мебели умеренные цены неплохое обслуживание но только до тех пор как ты оплатил,99,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Роман Нестеров,Местный эксперт · 16 отзывов · 70 фото,5 звезд,2 года назад,"большая благодарность консультанту Наталье, которая весь путь от выбора модели, цвета, комплектации до доставки моей спальни оказывала квалифицированную помощь и поддержку.",,,Google,5.0,большая благодарность консультанту наталье которая весь путь от выбора модели цвета комплектации до доставки моей спальни оказывала квалифицированную помощь и поддержку,172,Другое,neutral,Сервис/Доставка,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,natalia klimutko,2 отзыва,5 звезд,2 года назад,"Общее впечатление; приятный персонал, красивый салон, а главное - качественная мебель!!!",1.0,,Google,5.0,общее впечатление приятный персонал красивый салон а главное качественная мебель,88,Другое,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Татьяна Хохрякова,1 отзыв,2 звезды,3 года назад,"Заказала кухню за 148 тыс.руб. 4 января 2020 г. и до настоящего времени все косяки не устранены! Это просто ужас какой-то! Ни от кого не допросишься информации, вечно отфутболивают. Пришли детали на замен косячных...и опять косячные - это как?",,,Google,2.0,заказала кухню за тысруб января г и до настоящего времени все косяки не устранены это просто ужас какойто ни от кого не допросишься информации вечно отфутболивают пришли детали на замен косячныхи опять косячные это как,243,Кухня,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Ольга Соколовская,2 отзыва,5 звезд,3 года назад,"Здравствуйте, хочется признаться, Мир мебели лучший магазин мебели, обслуживание, консультация, проектирование, индивидуальный подход, учет особенностей клиента, вкусный кофе)обязательно вернусь к вам еще",,,Google,5.0,здравствуйте хочется признаться мир мебели лучший магазин мебели обслуживание консультация проектирование индивидуальный подход учет особенностей клиента вкусный кофеобязательно вернусь к вам еще,204,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Роман Кобелев,7 отзывов,5 звезд,3 года назад,"Прекрасный магазин мебели, очень приятный коллектив продавцов, которые помогут, и предложат значительную скидку на товар который вас заинтересовал.",,,Google,5.0,прекрасный магазин мебели очень приятный коллектив продавцов которые помогут и предложат значительную скидку на товар который вас заинтересовал,147,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Andrey Baza,Местный эксперт · 29 отзывов · 69 фото,5 звезд,5 лет назад,"Хороший мебельный, где бывают хорошие скидки. Неплохой сервис. Делают обзвон во время акций. Акции бывают очень даже стоящие",1.0,,Google,5.0,хороший мебельный где бывают хорошие скидки неплохой сервис делают обзвон во время акций акции бывают очень даже стоящие,124,Другое,neutral,Сервис/Доставка,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Инна Бухарова,Местный эксперт · 39 отзывов · 38 фото,5 звезд,2 года назад,"Вежливый персонал,все подробно расскажут,покажут, сориентируют. Мебель хорошего качества,большой выбор.",,,Google,5.0,вежливый персоналвсе подробно расскажутпокажут сориентируют мебель хорошего качествабольшой выбор,103,Другое,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Тамара Радецкая,4 отзыва · 1 фото,5 звезд,2 года назад,"Прекрасная компания, с новинками сегоднешнего времени. 5+",,,Google,5.0,прекрасная компания с новинками сегоднешнего времени,57,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Ромиль Шаяхметов,Местный эксперт · 245 отзывов · 417 фото,5 звезд,4 года назад,Большой выбор мебели. Демократичные цены. Хорошее качество. Доброжелательные менеджеры.,5.0,,Google,5.0,большой выбор мебели демократичные цены хорошее качество доброжелательные менеджеры,87,Другое,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Мила Флокс,43 отзыва,5 звезд,3 года назад,"Отличный магазин с мягкой мебелью, кухнями, обеденными группами. Вежливый, граммотный персонал. Есть парковка.",,,Google,5.0,отличный магазин с мягкой мебелью кухнями обеденными группами вежливый граммотный персонал есть парковка,110,Кухня,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Максим Станиславич,Местный эксперт · 31 отзыв · 3 фото,4 звезды,2 года назад,"Не очень удобное место для мебельного салона, но для ознакомления с образцами и из-за расположения скорее всего придется заезжать.",,,Google,4.0,не очень удобное место для мебельного салона но для ознакомления с образцами и изза расположения скорее всего придется заезжать,130,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Максим Карпушкин,1 отзыв,5 звезд,3 года назад,"Очень понравился рабочий персонал, особенно Телеляева Земфира, помогла подобрать подходящую кухню, которую очень быстро установили у меня дома, грамотные и вежливые сборщики.",2.0,,Google,5.0,очень понравился рабочий персонал особенно телеляева земфира помогла подобрать подходящую кухню которую очень быстро установили у меня дома грамотные и вежливые сборщики,174,Кухня,neutral,Другое,fast
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Полина Кузнецова,5 отзывов,4 звезды,4 года назад,"Крупная компания, все понравилось, покупали мебель в тц Версаль, очень душно...и очередь к кассирам. Мебель радует.",3.0,,Google,4.0,крупная компания все понравилось покупали мебель в тц версаль очень душнои очередь к кассирам мебель радует,115,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,*Svetlana Gam*,1 отзыв,5 звезд,3 года назад,Магазин очень хороший. Персонал приветливый всегда подскажет и поможет с выбором товара,2.0,,Google,5.0,магазин очень хороший персонал приветливый всегда подскажет и поможет с выбором товара,87,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Кристина Ф.,2 отзыва,4 звезды,2 года назад,Замечательный салон и приветливый персонал. Выбор и расположение - отлично всё,,,Google,4.0,замечательный салон и приветливый персонал выбор и расположение отлично всё,78,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Наталья Гомульская,9 отзывов,5 звезд,3 года назад,"Удобная парковка, магазин просматривается со всех сторон. Цены средние, качественная мебель.",1.0,,Google,5.0,удобная парковка магазин просматривается со всех сторон цены средние качественная мебель,92,Другое,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Аня Лиса,2 отзыва,5 звезд,2 года назад,"Магазин комфортный, большой, мебели много. мне нравится",,,Google,5.0,магазин комфортный большой мебели много мне нравится,55,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Анастасия Гершпигель,1 отзыв,5 звезд,3 года назад,"Отличный магазин!!! Ассортимент, приветливые менеджеры, отличное качество, сроки - все на высоте 👍🏻👍🏻👍🏻 …",,,Google,5.0,отличный магазин ассортимент приветливые менеджеры отличное качество сроки все на высоте,105,Другое,positive,Сервис/Доставка,fast
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Дмитрий «YBDIM» Яблоков,Местный эксперт · 56 отзывов · 24 фото,5 звезд,5 лет назад,"Шикарный магазин, шикарная мебель любого стиля. Цены на любой кошелёк.",,,Google,5.0,шикарный магазин шикарная мебель любого стиля цены на любой кошелёк,70,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Анастасия Михайлова,Местный эксперт · 37 отзывов · 3 фото,3 звезды,5 лет назад,"Были проблемы с оформлением заказа, проверяйте документы! Платите за одно, а в договоре или акте совсем пишут другое",,,Google,3.0,были проблемы с оформлением заказа проверяйте документы платите за одно а в договоре или акте совсем пишут другое,116,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Анастасия Бутвиловская,3 отзыва,5 звезд,3 года назад,"супер магазин. Заехали, выбрали диван, через 3 дня привезли.",,,Google,5.0,супер магазин заехали выбрали диван через дня привезли,60,Мягкая мебель,positive,Сервис/Доставка,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Андрей Тихонов,Местный эксперт · 72 отзыва · 15 фото,5 звезд,4 года назад,"Магазинов много в Иркутске мебельных. Но каждый раз как то так получается, что возвращаемся в мир мебели и все покупаем там.",2.0,,Google,5.0,магазинов много в иркутске мебельных но каждый раз как то так получается что возвращаемся в мир мебели и все покупаем там,124,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,STEREO MENS,6 отзывов,5 звезд,4 года назад,"Хороший магазин,широкий выбор! Умеренные цены,внимательные менеджеры!",3.0,,Google,5.0,хороший магазинширокий выбор умеренные ценывнимательные менеджеры,69,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Александра Трофимова,1 отзыв,5 звезд,2 года назад,"Скажу так, сюда хочется возвращаться снова и снова. Зайдите один раз и вы поймёте о чем я.",,,Google,5.0,скажу так сюда хочется возвращаться снова и снова зайдите один раз и вы поймёте о чем я,90,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Michael Shurygin,Местный эксперт · 60 отзывов · 298 фото,4 звезды,5 лет назад,Выставленных образцов не очень много. Площади не позволяют.  Остальное по каталогам.,1.0,,Google,4.0,выставленных образцов не очень много площади не позволяют остальное по каталогам,84,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Елена Багаева,1 отзыв,3 звезды,5 лет назад,Груз ждали долго. Выбор хороший. Хорошее качество товара,2.0,,Google,3.0,груз ждали долго выбор хороший хорошее качество товара,56,Другое,positive,Сервис/Доставка,slow
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Евгений Латыпов,3 отзыва · 3 фото,5 звезд,3 года назад,"Удобный магазин - в центре, с парковкой, с большим выбором.",1.0,,Google,5.0,удобный магазин в центре с парковкой с большим выбором,59,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,A. Arka,Местный эксперт · 37 отзывов · 177 фото,5 звезд,3 года назад,Завстегдатый)) и мебель и предметы интерьера и подарки родным! Цены разные очень,,,Google,5.0,завстегдатый и мебель и предметы интерьера и подарки родным цены разные очень,80,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Юлия Заиграева,2 отзыва,5 звезд,5 лет назад,"А страна то не простая, вся волшебная такая, много в ней чудес хранится в вашем доме пригодится... как то так))))",2.0,,Google,5.0,а страна то не простая вся волшебная такая много в ней чудес хранится в вашем доме пригодится как то так,113,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Евгений Гомульский,1 отзыв,5 звезд,4 года назад,"Удобная парковка,  широкий выбор на любой вкус и цвет.",2.0,,Google,5.0,удобная парковка широкий выбор на любой вкус и цвет,54,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Вячеслав Развозжаев,Местный эксперт · 104 отзыва · 1 фото,1 звезда,3 года назад,"Сидят 5 девушек менеджеров по продажи мебели, но почему то все решает и все вопросы задают Алле.!?",,,Google,1.0,сидят девушек менеджеров по продажи мебели но почему то все решает и все вопросы задают алле,98,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Галина Пионтковская,Местный эксперт · 31 отзыв · 25 фото,4 звезды,3 года назад,"Менеджеры приветливые, предлагают товар ненавязчиво, консультируют толково.",,,Google,4.0,менеджеры приветливые предлагают товар ненавязчиво консультируют толково,75,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Anastasiya Merzlikina,3 отзыва,5 звезд,5 лет назад,"Великолепный выбор, внимательные, отзывчивые продавцы - профессионалы",2.0,,Google,5.0,великолепный выбор внимательные отзывчивые продавцы профессионалы,69,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Ольга Костромитина,Местный эксперт · 159 отзывов · 90 фото,4 звезды,4 года назад,"Мебель хорошего качества, грамотные продавцы.",2.0,,Google,4.0,мебель хорошего качества грамотные продавцы,45,Другое,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Павел Шевелев,2 отзыва,5 звезд,2 года назад,Очень нравится этот магазин.,,,Google,5.0,очень нравится этот магазин,28,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Igor Shmelev,Местный эксперт · 28 отзывов · 2 фото,5 звезд,4 года назад,"Хорошие диваны, отличная служба доставки!",3.0,,Google,5.0,хорошие диваны отличная служба доставки,41,Мягкая мебель,positive,Сервис/Доставка,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Polina Chernikova,1 отзыв · 5 фото,5 звезд,2 года назад,Очень понравился этот магазин!,,,Google,5.0,очень понравился этот магазин,30,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Александр 03 Bur,Местный эксперт · 53 отзыва · 13 фото,5 звезд,2 года назад,Отличный магазин. Всем советую,,,Google,5.0,отличный магазин всем советую,30,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Алёна Леоненкова,Местный эксперт · 6 отзывов · 10 фото,5 звезд,2 года назад,Качество мебели отличное!,,,Google,5.0,качество мебели отличное,25,Другое,positive,Качество,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Вера Бочкарёва,Местный эксперт · 13 отзывов · 62 фото,5 звезд,5 лет назад,"Чисто, красиво, продавцы опытные, приятные в общении.",2.0,,Google,5.0,чисто красиво продавцы опытные приятные в общении,53,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Ольга Маевская,9 отзывов · 25 фото,5 звезд,3 года назад,"Заказали здесь кухню, отличная кухня получилась!",1.0,,Google,5.0,заказали здесь кухню отличная кухня получилась,48,Кухня,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Sveta Pokul,3 отзыва · 3 фото,5 звезд,5 лет назад,Очень удобно расположен. Рядом трамвайная останока и автобусная.,2.0,,Google,5.0,очень удобно расположен рядом трамвайная останока и автобусная,64,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Евгений Белов,Местный эксперт · 30 отзывов · 60 фото,5 звезд,5 лет назад,Хорошо,2.0,,Google,5.0,хорошо,6,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Денис Катровский,Местный эксперт · 67 отзывов · 528 фото,5 звезд,4 года назад,"Это место моей работы,притензий нет в целом)",2.0,,Google,5.0,это место моей работыпритензий нет в целом,44,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Татьяна Старицына,2 отзыва,5 звезд,3 года назад,"Отличный салон, внимательные консультанты",,,Google,5.0,отличный салон внимательные консультанты,41,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Татьяна Татьяна,Местный эксперт · 144 отзыва · 1 фото,3 звезды,5 лет назад,"Цены конь, не соответствует товару)",,,Google,3.0,цены конь не соответствует товару,35,Другое,neutral,Несоответствие описанию,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Алла Дмитриева,Местный эксперт · 14 отзывов · 68 фото,5 звезд,6 лет назад,"Здесь самые внимательные консультанты , они реально профессионалы",,,Google,5.0,здесь самые внимательные консультанты они реально профессионалы,65,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Елена Ян,Местный эксперт · 20 отзывов,5 звезд,5 лет назад,Замечательный магазин для покупки мебели!,2.0,,Google,5.0,замечательный магазин для покупки мебели,41,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Елена Глущук,3 отзыва,4 звезды,4 года назад,"Место удрбно расположено, рядом две остановки обшественного транспорта",3.0,,Google,4.0,место удрбно расположено рядом две остановки обшественного транспорта,70,Другое,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Tanay Pushchina,2 отзыва,5 звезд,3 года назад,"Профессиональные продавцы.Купила шкаф, благодаря продавцу.",,,Google,5.0,профессиональные продавцыкупила шкаф благодаря продавцу,58,Корпусная мебель,neutral,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,pif770,Местный эксперт · 178 отзывов · 131 фото,4 звезды,3 года назад,Хороший выбор. Цены ...,,,Google,4.0,хороший выбор цены,23,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,Андрей Сугоняко,9 отзывов,5 звезд,8 лет назад,Хороший магазин.,1.0,,Google,5.0,хороший магазин,16,Другое,positive,Другое,unknown
Мир мебели,"4,5",,"Партизанская ул., 56","104.3059889,52.2771065",164.0,М Н,Местный эксперт · 59 отзывов · 3 фото,4 звезды,2 года назад,Раньше было лучше,,,Google,4.0,раньше было лучше,17,Другое,neutral,Другое,unknown
