Наименование,Оценка,Количество оценок,Адрес,Координаты объекта,Количество отзывов,Автор,Статус автора,Оценка автора,Дата,Текст,Like,Dislike,source,Оценка_автора_число,clean_text,review_length,category,sentiment,issue_type,delivery_speed
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Анатолий Бураченко,Местный эксперт · 152 отзыва · 32 фото,3 звезды,4 года назад,"Лесници утомляют,пожилым людям наверное не очень удобно добираться",,,Google,3.0,лесници утомляютпожилым людям наверное не очень удобно добираться,66,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Стас Лентяй,Местный эксперт · 69 отзывов · 51 фото,5 звезд,6 лет назад,"Продают хорошую и не дорогую мебель. Не без изъянов, но цена очень хорошая.",,,Google,5.0,продают хорошую и не дорогую мебель не без изъянов но цена очень хорошая,75,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Светлана Ильина,2 отзыва,1 звезда,5 лет назад,Ужасно 😠 на третьем этаже вообще дышать нечем. Не понимаю как до сих пор пожарный надзор не закрыл данный магазин. …,,,Google,1.0,ужасно на третьем этаже вообще дышать нечем не понимаю как до сих пор пожарный надзор не закрыл данный магазин,116,Другое,negative,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Евгения Артемова,Местный эксперт · 19 отзывов · 3 фото,4 звезды,5 лет назад,"Можно найти мягкую мебель, а так же корпусную, и подешевле, и подороже. Представлено много фирм-производителей",,,Google,4.0,можно найти мягкую мебель а так же корпусную и подешевле и подороже представлено много фирмпроизводителей,110,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Михаил Мишин,25 отзывов,5 звезд,4 года назад,Огромнейший магазин мебели. Можно найти почти любую фирму и на Любой кошелек.,,,Google,5.0,огромнейший магазин мебели можно найти почти любую фирму и на любой кошелек,77,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Анна Пермякова,Местный эксперт · 33 отзыва · 107 фото,5 звезд,5 лет назад,"Всегда покупаем там мебель, недорого и качественно, огромный выбор",,,Google,5.0,всегда покупаем там мебель недорого и качественно огромный выбор,66,Другое,positive,Качество,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Natalija,Местный эксперт · 121 отзыв · 193 фото,4 звезды,5 лет назад,Можно найти мебель на любой вкус и кошелек. Есть кафе и бесплатная парковка.,1.0,,Google,4.0,можно найти мебель на любой вкус и кошелек есть кафе и бесплатная парковка,76,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Inna Kochneva,Местный эксперт · 42 отзыва,5 звезд,2 года назад,"Большой выбор мебели, на вкус и цвет.",,,Google,5.0,большой выбор мебели на вкус и цвет,37,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Лариса Бородачева,10 отзывов · 6 фото,3 звезды,4 года назад,Закрыли выход при закрытии магазина и не выпускали людей и продавцов в течение 15-20 минут. Был скандал-очень не приятно.,,,Google,3.0,закрыли выход при закрытии магазина и не выпускали людей и продавцов в течение минут был скандалочень не приятно,121,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Andrew Kovalenko,38 отзывов · 34 фото,5 звезд,5 лет назад,"Огромный выбор мебели на любой вкус, цвет и кошелёк.",,,Google,5.0,огромный выбор мебели на любой вкус цвет и кошелёк,52,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Влад «Turbo-S» Ще,14 отзывов,4 звезды,4 года назад,"Местечковый мебельный рынок. Много мягкой мебели, спальный и столовых групп. И по производителям, и по цене есть выбор. Но как-то всё стандартно.",,,Google,4.0,местечковый мебельный рынок много мягкой мебели спальный и столовых групп и по производителям и по цене есть выбор но както всё стандартно,145,Корпусная мебель,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Лидия Антонова,12 отзывов,3 звезды,4 года назад,"На троечку . Выбор минимальный .планировка заведения  хаотичная,не  комфортная для покупателя",1.0,,Google,3.0,на троечку выбор минимальный планировка заведения хаотичнаяне комфортная для покупателя,93,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Kassie Di,16 отзывов · 5 фото,5 звезд,3 года назад,"Замечательный мебельный центр! Большой выбор, гибкие цены",,,Google,5.0,замечательный мебельный центр большой выбор гибкие цены,57,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Antonio,Местный эксперт · 33 отзыва · 32 фото,5 звезд,6 лет назад,"Много мебели! Очень много мебели!... На трёх этажах, большой выбор на любой кошелёк)",2.0,,Google,5.0,много мебели очень много мебели на трёх этажах большой выбор на любой кошелёк,84,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Anutik A,1 отзыв · 3 фото,5 звезд,7 лет назад,"В мебельном салоне ""Ваш ДОМ"" недорогая мебель, большой выбор и отличное качество.",,,Google,5.0,в мебельном салоне ваш дом недорогая мебель большой выбор и отличное качество,81,Другое,positive,Качество,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Анна Чугреева,Местный эксперт · 129 отзывов · 758 фото,4 звезды,4 года назад,"Очень большой мебельный ТЦ, огромный выбор всего :)",,,Google,4.0,очень большой мебельный тц огромный выбор всего,51,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Елена Кузнецова,5 отзывов,5 звезд,2 года назад,Большой выбор мебели от разных производителей!,,,Google,5.0,большой выбор мебели от разных производителей,46,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Александр Забков,Местный эксперт · 30 отзывов · 22 фото,4 звезды,6 лет назад,"Наши хорошую готовую прихожую, обещали в течении двух недель привести,  обещают на этой - ждем))) есть где поставить машину, не много покупателей.",,,Google,4.0,наши хорошую готовую прихожую обещали в течении двух недель привести обещают на этой ждем есть где поставить машину не много покупателей,146,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Валерий С,Местный эксперт · 35 отзывов · 1 фото,5 звезд,3 года назад,При поиске мебели стоит посетить для полноты картины.,,,Google,5.0,при поиске мебели стоит посетить для полноты картины,53,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Кристина Нов,Местный эксперт · 28 отзывов · 349 фото,5 звезд,4 года назад,Огромный выбор от эконом до люкс класса мебель !,,,Google,5.0,огромный выбор от эконом до люкс класса мебель,48,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Татьяна Середкина,2 отзыва,5 звезд,6 лет назад,"Большой выбор мебели, разнообразие цен, квалифицированные консультанты.",,,Google,5.0,большой выбор мебели разнообразие цен квалифицированные консультанты,71,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Вера Гражданка,Местный эксперт · 7 отзывов · 9 фото,3 звезды,6 лет назад,"Внимательный и вежливый персонал, качественная мебель и широкий ассортимент",,,Google,3.0,внимательный и вежливый персонал качественная мебель и широкий ассортимент,75,Другое,positive,Качество,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Аксинья гав,Местный эксперт · 12 отзывов · 12 фото,5 звезд,2 года назад,"Быстро обслужили,  посоветовали.
Стол купили за 10 минут",,,Google,5.0,быстро обслужили посоветовали стол купили за минут,56,Корпусная мебель,neutral,Другое,fast
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Itachi Uchiha,Местный эксперт · 12 отзывов · 1 фото,5 звезд,4 года назад,Это дорогой магазин и мебель скорее всего хорошая,,,Google,5.0,это дорогой магазин и мебель скорее всего хорошая,49,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Sinillga Sinillga,Местный эксперт · 9 отзывов · 3 фото,3 звезды,5 лет назад,"Мебели много. Но взгляд остановить не на чем... Всё однотипное, одинаковое...",1.0,,Google,3.0,мебели много но взгляд остановить не на чем всё однотипное одинаковое,77,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Nikolay Teterin,2 отзыва · 2 фото,5 звезд,6 лет назад,Много нужного и полезного,,,Google,5.0,много нужного и полезного,25,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Елена Лаврова,Местный эксперт · 23 отзыва · 10 фото,4 звезды,3 года назад,"Большой выбор мебели,широкий диапазон цен",,,Google,4.0,большой выбор мебелиширокий диапазон цен,41,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Сима Борголова,10 отзывов,4 звезды,5 лет назад,Большой выбор мебели как дорогой так и дешёвой.,,,Google,4.0,большой выбор мебели как дорогой так и дешёвой,47,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Антон Майстренко,3 отзыва,5 звезд,2 года назад,"Большой выбор мебели, цены норм",,,Google,5.0,большой выбор мебели цены норм,31,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Елена Ольховик,Местный эксперт · 123 отзыва · 35 фото,5 звезд,2 года назад,Все хорошо.  Диван подобрала за 30 минут!,,,Google,5.0,все хорошо диван подобрала за минут,41,Мягкая мебель,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Степан Степан,2 отзыва · 1 фото,1 звезда,6 лет назад,"Купили шкаф. Через два дня вскрыли упаковку, а там сломана основная стенка! Менять отказываются!!!  Продавец ИМ ""Кирсанова Н. Л. "" Будьте внимательней!!!!",,,Google,1.0,купили шкаф через два дня вскрыли упаковку а там сломана основная стенка менять отказываются продавец им кирсанова н л будьте внимательней,154,Корпусная мебель,neutral,Качество,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Алексей Новиков,Местный эксперт · 40 отзывов,5 звезд,6 лет назад,Достойно представлена средне блаженная мебель от разных производителей,,,Google,5.0,достойно представлена средне блаженная мебель от разных производителей,70,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Александр Колупаев,Местный эксперт · 25 отзывов,1 звезда,4 года назад,"Мебель молл москва...
Сонные консультанты, не дозавешься!
В продаже хламик всякий, я извиняюсь...",,,Google,1.0,мебель молл москва сонные консультанты не дозавешься в продаже хламик всякий я извиняюсь,97,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Андрей Ли,Местный эксперт · 44 отзыва · 21 фото,4 звезды,3 года назад,Выдача мебели крайне не удобно. Указателей нет. Подъезные пути в ужасном состоянии.,,,Google,4.0,выдача мебели крайне не удобно указателей нет подъезные пути в ужасном состоянии,83,Другое,negative,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Александра Мамонова,2 отзыва,5 звезд,2 года назад,"Довольно интересное место, покупал тут кровать и диван.",,,Google,5.0,довольно интересное место покупал тут кровать и диван,55,Мягкая мебель,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Сергей Дубровин,Местный эксперт · 15 отзывов · 14 фото,1 звезда,4 года назад,"Видел как это здание строилось из б/у колон и стеновых панелей, стараюсь обходить стороной))",,,Google,1.0,видел как это здание строилось из бу колон и стеновых панелей стараюсь обходить стороной,92,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Никита Чупров,Местный эксперт · 103 отзыва · 376 фото,2 звезды,5 лет назад,Отличное место для пейнтбола.Непонятные ряды мебели бетонный пол бесконечные запутанные переходы.запах уныния и опилок.,,,Google,2.0,отличное место для пейнтболанепонятные ряды мебели бетонный пол бесконечные запутанные переходызапах уныния и опилок,119,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Татьяна Шаманова,Местный эксперт · 105 отзывов · 24 фото,4 звезды,3 года назад,"Большой ассортимент мебели, на любой кошелёк.",,,Google,4.0,большой ассортимент мебели на любой кошелёк,45,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Владимир Талашко,45 отзывов,4 звезды,2 года назад,Очень много производителей в 1 месте . Выбор очень большой,,,Google,4.0,очень много производителей в месте выбор очень большой,58,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Семья Николаевых,Местный эксперт · 140 отзывов · 766 фото,5 звезд,4 года назад,Хороший мебельный магазин  . Большой ассортимент мебели  .,,,Google,5.0,хороший мебельный магазин большой ассортимент мебели,58,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Евгений Кузнецов,Местный эксперт · 14 отзывов · 1 фото,1 звезда,3 года назад,"Ничего не заинтересовало, вся мебель однообразная как деревянные солдаты Урфина Джуса.",,,Google,1.0,ничего не заинтересовало вся мебель однообразная как деревянные солдаты урфина джуса,86,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Алексей Безносов,Местный эксперт · 24 отзыва,4 звезды,4 года назад,Большой выбор мебели..навязчивые продавцы.,,,Google,4.0,большой выбор мебелинавязчивые продавцы,42,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Иван Дергач,25 отзывов · 7 фото,5 звезд,3 года назад,Отличное место.много раз покупал здесь разную мебель!,,,Google,5.0,отличное местомного раз покупал здесь разную мебель,53,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Наталия Бурлакова,4 отзыва,5 звезд,5 лет назад,"Хороший центр, большой выбор, и самое главное хорошее качество по доступной цене.",,,Google,5.0,хороший центр большой выбор и самое главное хорошее качество по доступной цене,81,Другое,positive,Качество,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Галина Нагорная,Местный эксперт · 14 отзывов,4 звезды,2 года назад,"Большой выбор, можно найти и по гуманным ценам",,,Google,4.0,большой выбор можно найти и по гуманным ценам,46,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Vladimir AlterEgo (Neibacco),Местный эксперт · 75 отзывов · 11 фото,4 звезды,4 года назад,"На самом деле, выбора не очень много. Тем более, если нужно что-то нестандартное",,,Google,4.0,на самом деле выбора не очень много тем более если нужно чтото нестандартное,80,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Виктор Коновалов,6 отзывов,5 звезд,3 года назад,"Неплохое место, выбор большой, цены приемлемы, действуют скидки!",,,Google,5.0,неплохое место выбор большой цены приемлемы действуют скидки,64,Другое,negative,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Ilya Ivanov,Местный эксперт · 21 отзыв · 18 фото,2 звезды,6 лет назад,"Мебель так себе, отыскать что-то нормальное по адекватной цене - сложно.",,,Google,2.0,мебель так себе отыскать чтото нормальное по адекватной цене сложно,72,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Дмитрий Лазарев,Местный эксперт · 56 отзывов · 13 фото,4 звезды,4 года назад,много представлено фирм. большой выбор мебели,,,Google,4.0,много представлено фирм большой выбор мебели,45,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Сон Соныч,Местный эксперт · 20 отзывов · 9 фото,5 звезд,5 лет назад,Очень много разнообразной мебели всех ценовых категорий!!!,,,Google,5.0,очень много разнообразной мебели всех ценовых категорий,58,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Инна Потапова,Местный эксперт · 51 отзыв,5 звезд,2 года назад,"Понравилось. Мебели много, на любой кошелёк",,,Google,5.0,понравилось мебели много на любой кошелёк,43,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Ольга Левицкая,5 отзывов,3 звезды,5 лет назад,"Парковка бесплатная, но впечатляющего сервиса не заметила. В целом средненько.",,,Google,3.0,парковка бесплатная но впечатляющего сервиса не заметила в целом средненько,78,Другое,neutral,Сервис/Доставка,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Анна Насникова,Местный эксперт · 22 отзыва · 47 фото,4 звезды,5 лет назад,Очень неудобные запутанные коридоры и не очень заинтересованные в клиентах продавцы...ну мне так показалось (,,,Google,4.0,очень неудобные запутанные коридоры и не очень заинтересованные в клиентах продавцыну мне так показалось,109,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Кирилл,Местный эксперт · 108 отзывов · 23 фото,4 звезды,5 лет назад,"Хороший выбор мебели, по различным ценам",,,Google,4.0,хороший выбор мебели по различным ценам,40,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Lilia Vedenkina,Местный эксперт · 18 отзывов · 7 фото,5 звезд,4 года назад,Очень вкусно готовят близко и уютно тихо и спокойно,,,Google,5.0,очень вкусно готовят близко и уютно тихо и спокойно,51,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Дмитрий Яблоков,Местный эксперт · 22 отзыва · 1 фото,5 звезд,3 года назад,"Отличный мебельный центр
Все фабрики
Любой кошелёк",,,Google,5.0,отличный мебельный центр все фабрики любой кошелёк,50,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Хаджи тоголиев,5 отзывов · 1 фото,4 звезды,4 года назад,Большой мебельный магазин. Парковка нормальная,,,Google,4.0,большой мебельный магазин парковка нормальная,46,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Елена Гаврилова,Местный эксперт · 44 отзыва · 12 фото,4 звезды,2 года назад,Для такого качества мебели все таки дорого,,,Google,4.0,для такого качества мебели все таки дорого,42,Другое,neutral,Качество,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Николай Дамбинов,Местный эксперт · 27 отзывов · 5 фото,4 звезды,6 лет назад,"Мебельный торговый центр!есть фирмы как с эконом позициями так и с дорогими,премиум-класса!",,,Google,4.0,мебельный торговый центресть фирмы как с эконом позициями так и с дорогимипремиумкласса,91,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Сергей Соломонов,13 отзывов,1 звезда,6 лет назад,Дорого. Малый выбор. Искал кресло не нашел,,,Google,1.0,дорого малый выбор искал кресло не нашел,42,Мягкая мебель,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Aleksey Mytasov,Местный эксперт · 18 отзывов,5 звезд,4 года назад,Большой выбор любой мебели от разных производителей,,,Google,5.0,большой выбор любой мебели от разных производителей,51,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Дмитрий Филиппов,Местный эксперт · 111 отзывов · 2 173 фото,2 звезды,7 лет назад,"Не понравилось. Тесно, трудно ориентироваться. Множество мелких отделов с однородным предложением.",,,Google,2.0,не понравилось тесно трудно ориентироваться множество мелких отделов с однородным предложением,98,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Сергей Домаев,Местный эксперт · 26 отзывов,5 звезд,3 года назад,Купили отличный диван по нормальной цене,,,Google,5.0,купили отличный диван по нормальной цене,40,Мягкая мебель,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Александра Ч.,Местный эксперт · 12 отзывов · 6 фото,5 звезд,6 лет назад,"Отличный мебельный магазин, МФ Лазурит в приоритете)",,,Google,5.0,отличный мебельный магазин мф лазурит в приоритете,52,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Роман Забавко,Местный эксперт · 161 отзыв · 430 фото,4 звезды,3 года назад,"Есть хорошая мебель, а есть швах",,,Google,4.0,есть хорошая мебель а есть швах,32,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Вячеслав Безрукин,Местный эксперт · 96 отзывов · 28 фото,4 звезды,3 года назад,"Норм магазин. Много асего хорошего, кроме фабрик ирк. области",,,Google,4.0,норм магазин много асего хорошего кроме фабрик ирк области,61,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Черных Виктор,Местный эксперт · 52 отзыва · 96 фото,5 звезд,4 года назад,Я здесь кухонные фасады заказываю.Любой цвет и профиль рекомендую,,,Google,5.0,я здесь кухонные фасады заказываюлюбой цвет и профиль рекомендую,65,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Alex X,13 отзывов,5 звезд,2 года назад,Очень большой ввбор мебели,,,Google,5.0,очень большой ввбор мебели,26,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Светик Конфетик,3 отзыва,3 звезды,5 лет назад,Ооочень душно и жарко! Цены и дизайн для всех карманов,,,Google,3.0,ооочень душно и жарко цены и дизайн для всех карманов,54,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Фил Фил,Местный эксперт · 31 отзыв · 273 фото,3 звезды,4 года назад,Москва как москва. Не чего вау нету. Все обыденое и естественное.,,,Google,3.0,москва как москва не чего вау нету все обыденое и естественное,65,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Vladislav (Vladislav),Местный эксперт · 183 отзыва · 1 967 фото,4 звезды,2 года назад,Выбор большой. В основном на заказ.,,,Google,4.0,выбор большой в основном на заказ,35,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Илья Мартынов,Местный эксперт · 145 отзывов · 223 фото,4 звезды,3 года назад,"Много всякой мебели, в основном эконом класса",,,Google,4.0,много всякой мебели в основном эконом класса,45,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Сергей Задворский,Местный эксперт · 11 отзывов,3 звезды,5 лет назад,"Торговый мебельный центр ничего примечательного, таких много.",,,Google,3.0,торговый мебельный центр ничего примечательного таких много,61,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Лена Гурьева,Местный эксперт · 32 отзыва · 19 фото,5 звезд,4 года назад,Много мебели. Цены от минимума до максимума.,,,Google,5.0,много мебели цены от минимума до максимума,44,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Владимир Белозеров,2 отзыва,5 звезд,3 года назад,"Хороший персонал,особенно Бизимова Елена Георгиевна!",,,Google,5.0,хороший персоналособенно бизимова елена георгиевна,52,Другое,positive,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,laplandi ya,Местный эксперт · 43 отзыва · 1 фото,2 звезды,7 лет назад,"Сам торговый и его концепция, как муравейник. Невозможно соориентироваться в магазинах.",1.0,,Google,2.0,сам торговый и его концепция как муравейник невозможно соориентироваться в магазинах,87,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Дмитрий «YBDIM» Яблоков,Местный эксперт · 56 отзывов · 24 фото,5 звезд,4 года назад,Много мебели по любому кошельку. Разные стили.,,,Google,5.0,много мебели по любому кошельку разные стили,46,Другое,neutral,Другое,unknown
"Магазин Мебели ""Москва"".","4,1",,"ул. Сергеева, 3 ст.4","104.2328205,52.2657746",703.0,Уля Шахова,Местный эксперт · 22 отзыва · 73 фото,3 звезды,4 года назад,Можно посмотреть кое что прикупить. А так обычный магаз.,,,Google,3.0,можно посмотреть кое что прикупить а так обычный магаз,56,Другое,neutral,Другое,unknown
