Наименование,Оценка,Количество оценок,Адрес,Координаты объекта,Количество отзывов,Автор,Статус автора,Оценка автора,Дата,Текст,Like,Dislike,source,Оценка_автора_число,clean_text,review_length,category,sentiment,issue_type,delivery_speed
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Анастасия,Знаток города 17 уровня,1.0,1 мая 2021,"Обслуживание в торговом центре просто отвратительное, хуже чем в 90х. Во-первых, продавцы очень навязчивы, а во-вторых, я несколько раз столкнулась с ситуациями, когда мне нужно было вернуть предоплату за товар или вернуть товар. Будьте готовы, что в этих случаях вас будут поливать грязью и до последнего отказывать в возврате, пока не будут приняты соответствующие меры. Никому не рекомендую.",5.0,,Yandex,1.0,обслуживание в торговом центре просто отвратительное хуже чем в х вопервых продавцы очень навязчивы а вовторых я несколько раз столкнулась с ситуациями когда мне нужно было вернуть предоплату за товар или вернуть товар будьте готовы что в этих случаях вас будут поливать грязью и до последнего отказывать в возврате пока не будут приняты соответствующие меры никому не рекомендую,394,Корпусная мебель,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Ася. А,Знаток города 7 уровня,1.0,17 октября 2022,"Пришли стали интересоваться отдельным видом мебели иии? Итог, что продавец ничего не знает, сказал поищет в интернете и ответит, мы сразу оттуда ушли",,,Yandex,1.0,пришли стали интересоваться отдельным видом мебели иии итог что продавец ничего не знает сказал поищет в интернете и ответит мы сразу оттуда ушли,149,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Лариса Серебрякова,Знаток города 3 уровня,5.0,26 марта,Замечательно,,,Yandex,5.0,замечательно,12,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Алена Игоревна,Знаток города 2 уровня,5.0,10 апреля 2020,"Были с семьей в салоне Лазурит. Очень были рады тому, что нас встретили как в гостях, предложили чай с конфетами, рассказали все настолько подробно о мебели, все очень понятно и доступно. Программа где рисовали вообще восторг! Мы так долго не могли подобрать спальню, потому что комната не стандартная. Столько было проблем из-за этого, но консультант оказался очень грамотным и быстро помог разобраться с этой проблемой.мебель шикарная всем довольны!спасибо вам огромное!",3.0,1.0,Yandex,5.0,были с семьей в салоне лазурит очень были рады тому что нас встретили как в гостях предложили чай с конфетами рассказали все настолько подробно о мебели все очень понятно и доступно программа где рисовали вообще восторг мы так долго не могли подобрать спальню потому что комната не стандартная столько было проблем изза этого но консультант оказался очень грамотным и быстро помог разобраться с этой проблемоймебель шикарная всем довольныспасибо вам огромное,472,Корпусная мебель,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Алексей Матафонов,Знаток города 12 уровня,5.0,19 июня 2022,"Купили тут диван - кучу салонов объездили, везде либо нет нужного цвета, либо по размерам не подходит. Ценники приемлемые.",1.0,,Yandex,5.0,купили тут диван кучу салонов объездили везде либо нет нужного цвета либо по размерам не подходит ценники приемлемые,122,Мягкая мебель,neutral,Несоответствие описанию,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Антон Белый,Знаток города 6 уровня,1.0,10 июля 2021,"Продавцы сами супер помогли подобрать мебель, но кредитные специалисты обманом оформляют страховку, говорят что это обязательно надо оформить полис ""ДОБРОВОЛЬНОГО СТРАХОВАНИЯ"" мотивируя тем что вам откажут в кредите, берите лучше за нал, продавцы все отзывчивые не могли долго выбрать кровать, доставка не дорогая в грановщина всего 1000 руб)",1.0,1.0,Yandex,1.0,продавцы сами супер помогли подобрать мебель но кредитные специалисты обманом оформляют страховку говорят что это обязательно надо оформить полис добровольного страхования мотивируя тем что вам откажут в кредите берите лучше за нал продавцы все отзывчивые не могли долго выбрать кровать доставка не дорогая в грановщина всего руб,342,Другое,positive,Сервис/Доставка,slow
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Алексей Соколов,Знаток города 11 уровня,5.0,3 февраля 2020,"Отличный магазин! Есть все - на любой вкус и кошелек. Поехал в поисках дивана для маленькой дочки, а в итоге купил тахту, которая вписалась в комнату лучше всякого дивана. За не очень высокую плату можно договориться о доставке в день покупки, а на следующий день доставка по городу бесплатная.",3.0,1.0,Yandex,5.0,отличный магазин есть все на любой вкус и кошелек поехал в поисках дивана для маленькой дочки а в итоге купил тахту которая вписалась в комнату лучше всякого дивана за не очень высокую плату можно договориться о доставке в день покупки а на следующий день доставка по городу бесплатная,294,Мягкая мебель,positive,Сервис/Доставка,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Наталья Владимировна,Знаток города 11 уровня,5.0,10 октября 2021,"Обычно обьезжаем все мебельные магазины и в итоге приезжаем на Сергеева и делаем покупку. В следующий раз решили, что сразу сюда будем ездить. Есть все.",1.0,,Yandex,5.0,обычно обьезжаем все мебельные магазины и в итоге приезжаем на сергеева и делаем покупку в следующий раз решили что сразу сюда будем ездить есть все,152,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Александр Ерёмин,Знаток города 14 уровня,4.0,28 июля 2020,Неплохой магазин. Много мебели на разный вкус и кошелек. В основном мебель фабрики. Есть и с бесплатной и платной доставкой. Мебели очень много .,2.0,1.0,Yandex,4.0,неплохой магазин много мебели на разный вкус и кошелек в основном мебель фабрики есть и с бесплатной и платной доставкой мебели очень много,145,Другое,negative,Сервис/Доставка,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,марина ефимова,Знаток города 15 уровня,5.0,5 декабря 2021,хороший торговый центр..большой ассортимент мебели на разный доход покупателей,1.0,,Yandex,5.0,хороший торговый центрбольшой ассортимент мебели на разный доход покупателей,78,Другое,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Сергей М,Знаток города 19 уровня,5.0,5 декабря 2021,"Отличный мебельный магазин, достаточно парковочных мест",1.0,,Yandex,5.0,отличный мебельный магазин достаточно парковочных мест,55,Другое,positive,Другое,fast
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,георгий,Знаток города 9 уровня,5.0,10 августа 2022,"Огромный выбор мебели. Покупаю в лазурите, качество отличное.",1.0,1.0,Yandex,5.0,огромный выбор мебели покупаю в лазурите качество отличное,61,Другое,positive,Качество,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Андрей Б.,Знаток города 11 уровня,3.0,22 января 2022,"Не знаю может интуиция, но почему то не понравился. В Версале мне мебель больше понравилась.",2.0,1.0,Yandex,3.0,не знаю может интуиция но почему то не понравился в версале мне мебель больше понравилась,92,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Марина Ефимова,Знаток города 9 уровня,5.0,10 сентября 2019,Хороший торговый центр. Особенно в салоне любимый дом приветливые и заботливые продавцы. Красивая мебель хорошего качества и на разный кошелек,3.0,1.0,Yandex,5.0,хороший торговый центр особенно в салоне любимый дом приветливые и заботливые продавцы красивая мебель хорошего качества и на разный кошелек,142,Другое,positive,Качество,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,ВЯЧЕСЛАВ. Б,Знаток города 21 уровня,2.0,10 июля 2021,Фасад здания хуже чем в 80х строили. Перед магазином помойка. Можнл было бы облагародить и тл и то.,2.0,,Yandex,2.0,фасад здания хуже чем в х строили перед магазином помойка можнл было бы облагародить и тл и то,99,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Карпов Денис,Знаток города 22 уровня,5.0,31 мая 2021,Большой выбор мебели на любой вкус и кошелёк!,2.0,1.0,Yandex,5.0,большой выбор мебели на любой вкус и кошелёк,45,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Сергей Л.,Знаток города 20 уровня,4.0,19 марта 2021,"Магазин, неплохой. Но ассортимент практически одинаковый...",1.0,,Yandex,4.0,магазин неплохой но ассортимент практически одинаковый,59,Другое,negative,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Сергей Гапеев,Знаток города 4 уровня,5.0,2 июля 2019,Большой выбор мебели. Купили Классный диван в салоне Дизара. Покупкой очень довольны. Часто бывают акции и скидки.,4.0,1.0,Yandex,5.0,большой выбор мебели купили классный диван в салоне дизара покупкой очень довольны часто бывают акции и скидки,114,Мягкая мебель,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Номи Маслова,Знаток города 4 уровня,5.0,21 марта 2023,Прекрасно,1.0,1.0,Yandex,5.0,прекрасно,9,Другое,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Наталья П.,Знаток города 9 уровня,4.0,16 декабря 2019,"Большой выбор мягкой мебели
для населения со средними доходами, вежливые,услужливые продавцы.",3.0,2.0,Yandex,4.0,большой выбор мягкой мебели для населения со средними доходами вежливыеуслужливые продавцы,93,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Александр Уваров,Знаток города 22 уровня,5.0,19 декабря 2019,"Огромный ассортимент мебели, на любой вкус и кошелёк, для любых помещений",3.0,1.0,Yandex,5.0,огромный ассортимент мебели на любой вкус и кошелёк для любых помещений,73,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Сергей Владимирович,Знаток города 12 уровня,4.0,29 июля 2021,"Выбор неплохой, но темновато внутри, всё сделано в стиле: а-ля начало 2000 - х",1.0,,Yandex,4.0,выбор неплохой но темновато внутри всё сделано в стиле аля начало х,78,Другое,negative,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Алекс Ирбе,Знаток города 7 уровня,1.0,4 февраля 2022,Очень дорогая мебель,1.0,1.0,Yandex,1.0,очень дорогая мебель,20,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Оксана W,Знаток города 6 уровня,4.0,31 января 2022,Большой выбор мебели,1.0,,Yandex,4.0,большой выбор мебели,20,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Игорь Смирнов,Знаток города 16 уровня,5.0,20 мая 2021,"Большой выбор как по типу, так и по цене.",1.0,,Yandex,5.0,большой выбор как по типу так и по цене,41,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Таня,Знаток города 4 уровня,1.0,2 апреля 2021,Как лабиринт + не кофортна .все одинаковые мебель,3.0,1.0,Yandex,1.0,как лабиринт не кофортна все одинаковые мебель,49,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Igor Popkov,Знаток города 6 уровня,3.0,14 октября 2021,"Магазин как магазин , бюджетненько",1.0,,Yandex,3.0,магазин как магазин бюджетненько,34,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,novikova486,Знаток города 7 уровня,2.0,1 января 2020,"Продавцы акулы! Порой невозможно даже просто пройти и что-то посмотреть, как только остановился перед чем-то тебе уже начинают это дико впаривать.",4.0,,Yandex,2.0,продавцы акулы порой невозможно даже просто пройти и чтото посмотреть как только остановился перед чемто тебе уже начинают это дико впаривать,146,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Виктор,Знаток города 8 уровня,3.0,7 апреля 2021,Мебель изготовили с задержкой. Доставку ждали два дня.,3.0,,Yandex,3.0,мебель изготовили с задержкой доставку ждали два дня,54,Другое,neutral,Сервис/Доставка,slow
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Александр Блажевич,Знаток города 8 уровня,5.0,19 мая 2022,Хороший магазин,1.0,,Yandex,5.0,хороший магазин,15,Другое,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Олег Баторов,Знаток города 6 уровня,5.0,16 ноября 2021,Хороший выбор за адекватные цены,1.0,1.0,Yandex,5.0,хороший выбор за адекватные цены,32,Другое,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Андрей Буканов,Знаток города 28 уровня,5.0,5 мая 2021,"Мебель разная, на все вкусы.",1.0,,Yandex,5.0,мебель разная на все вкусы,28,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Игорь,Знаток города 16 уровня,3.0,8 декабря 2020,"Абсолютно ничего интересного, ради чего стоило бы ехать именно сюда.",5.0,,Yandex,3.0,абсолютно ничего интересного ради чего стоило бы ехать именно сюда,68,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Дмитрий Корнев,Знаток города 10 уровня,2.0,10 января 2020,"Вентиляция на нуле, душно, что невозможно сосредоточиться на поиске мебели, большинство продавцов абсолютно равнодушны к покупателям.",6.0,,Yandex,2.0,вентиляция на нуле душно что невозможно сосредоточиться на поиске мебели большинство продавцов абсолютно равнодушны к покупателям,133,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Алексей Ф.,Знаток города 9 уровня,4.0,27 ноября 2019,Большой выбор мебели на любой вкус и кошелёк...,4.0,1.0,Yandex,4.0,большой выбор мебели на любой вкус и кошелёк,47,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,кравченко,Знаток города 16 уровня,4.0,24 августа 2021,Отличный магазин,1.0,,Yandex,4.0,отличный магазин,16,Другое,positive,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Aleksandr K.,Знаток города 7 уровня,4.0,29 января 2020,Можно повыбирать. Не очень удобный правда,2.0,1.0,Yandex,4.0,можно повыбирать не очень удобный правда,41,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Михаил Яковлев,Знаток города 13 уровня,5.0,17 октября 2021,Мебель на любой вкус!,1.0,,Yandex,5.0,мебель на любой вкус,21,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Евгений Гауман,Знаток города 5 уровня,1.0,14 января 2020,"Мебель, одна лдсп, дрянь. А продавцы из компании мебельный двор вообще ,,чудила в перьях"", больше не ногой туда и всем советую!!!!!!!",6.0,,Yandex,1.0,мебель одна лдсп дрянь а продавцы из компании мебельный двор вообще чудила в перьях больше не ногой туда и всем советую,133,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Elena Victorovna,Знаток города 12 уровня,5.0,9 декабря 2019,Мебель любой ценовой категории.,3.0,1.0,Yandex,5.0,мебель любой ценовой категории,31,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Сергей Толмачёв,Знаток города 26 уровня,5.0,12 июня 2020,главное не заблудиться,5.0,,Yandex,5.0,главное не заблудиться,22,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Татьяна Максимова,Знаток города 9 уровня,3.0,23 октября 2019,"Мебель бюджетная, но не интересная.",3.0,,Yandex,3.0,мебель бюджетная но не интересная,35,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Екатерина Брюханова,Знаток города 16 уровня,3.0,2 декабря 2019,Долго разыскивали консультантов.,3.0,,Yandex,3.0,долго разыскивали консультантов,32,Другое,neutral,Другое,slow
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Андрей Е.,Знаток города 10 уровня,4.0,25 ноября 2019,Есть выбор для всех,2.0,1.0,Yandex,4.0,есть выбор для всех,19,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,sibeerian,Знаток города 18 уровня,5.0,10 января 2020,много мебели :),3.0,,Yandex,5.0,много мебели,15,Другое,neutral,Другое,unknown
Мебель Молл,"4,1",203 оценки,"ул. Сергеева, 3, стр. 4","104.233182,52.265822",56.0,Vredina,Знаток города 5 уровня,5.0,27 ноября 2019,Хороший выбор,3.0,1.0,Yandex,5.0,хороший выбор,13,Другое,positive,Другое,unknown
Академия мебели,"4,0",3 оценки,"Улан-Баторская ул., 2","104.262210,52.249211",1.0,Марина Ненашева,Знаток города 12 уровня,5.0,9 мая 2023,"Люблю этот магазин, почти вся мебель в моей квартире от них. Своевременная доставка и качественная сборка, приятные цены.",1.0,,Yandex,5.0,люблю этот магазин почти вся мебель в моей квартире от них своевременная доставка и качественная сборка приятные цены,121,Другое,positive,Сервис/Доставка,unknown
Адель,"3,7",9 оценок,"ул. Некрасова, 7А","104.285719,52.289961",2.0,Татьяна Зорина,Знаток города 5 уровня,5.0,22 ноября 2022,Очень внимательные и приятные сотрудники! Офисная мебель. Есть что посмотреть и выбрать,2.0,,Yandex,5.0,очень внимательные и приятные сотрудники офисная мебель есть что посмотреть и выбрать,87,Другое,neutral,Другое,unknown
Адель,"3,7",9 оценок,"ул. Некрасова, 7А","104.285719,52.289961",2.0,Александр Маркс,Знаток города 8 уровня,4.0,30 сентября 2019,"Большой выбор качественной офисной мебели, покупал у них железный шкаф, цены разумные. Товар - качественный.",1.0,,Yandex,4.0,большой выбор качественной офисной мебели покупал у них железный шкаф цены разумные товар качественный,108,Корпусная мебель,positive,Качество,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Елена Р.,Знаток города 5 уровня,5.0,10 ноября 2022,"Основная мебель в квартире у нас от фирмы Планета Мебель из магазина по ул.Баумана 214/3.
Заведующая магазина Наталья грамотный продавец, тонкий психолог и прекрасный человечек.
В отношении качества мебели 50/50 , имеються свои плюсы и минусы , опять же эти самые минусы мы научились исправлять с помощью сотрудника Натальи , дает грамотные консультации для устранения.
Благодарим вам юутную жизнь в доме и не менее юутное отношение к людям.",,,Yandex,5.0,основная мебель в квартире у нас от фирмы планета мебель из магазина по улбаумана заведующая магазина наталья грамотный продавец тонкий психолог и прекрасный человечек в отношении качества мебели имеються свои плюсы и минусы опять же эти самые минусы мы научились исправлять с помощью сотрудника натальи дает грамотные консультации для устранения благодарим вам юутную жизнь в доме и не менее юутное отношение к людям,441,Другое,positive,Качество,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Нина Андрусенко,Знаток города 2 уровня,5.0,7 сентября 2023,Большое спасибо Наталье за доброе отношение и дельные советы. Заказ выполнен в срок и с хорошим качеством. Также благодарим сборщика мебели Дмитрия за хорошую работу .,,,Yandex,5.0,большое спасибо наталье за доброе отношение и дельные советы заказ выполнен в срок и с хорошим качеством также благодарим сборщика мебели дмитрия за хорошую работу,167,Другое,positive,Сервис/Доставка,fast
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Анна,Знаток города 7 уровня,5.0,9 декабря 2023,Хороший мебельный магазин недалеко от дома.,,,Yandex,5.0,хороший мебельный магазин недалеко от дома,43,Другое,positive,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Василиса Кранина,Знаток города 5 уровня,5.0,17 сентября 2022,"Очень вежливые ,добрые продавцы.Внятно всё объясняют.Предлогают выбор большой показывают.Молодцы.",,,Yandex,5.0,очень вежливые добрые продавцывнятно всё объясняютпредлогают выбор большой показываютмолодцы,97,Другое,neutral,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Мария,Знаток города 8 уровня,3.0,15 октября 2021,"Мебель не плохого качества. 3 звезды только за продавца - консультанта: было дело искали кровать детскую двухъярусную, нужна была срочно времени ждать совсем не было, позвонила в этот филиал, сказали да есть в наличии, мы и приехали и оказалось нет...",,,Yandex,3.0,мебель не плохого качества звезды только за продавца консультанта было дело искали кровать детскую двухъярусную нужна была срочно времени ждать совсем не было позвонила в этот филиал сказали да есть в наличии мы и приехали и оказалось нет,251,Другое,negative,Качество,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Юлия Пушкарева,Знаток города 10 уровня,5.0,7 августа 2021,Разнообразный ассортимент. Вежливый персонал. Удобное расположение. Советую посетить,,,Yandex,5.0,разнообразный ассортимент вежливый персонал удобное расположение советую посетить,84,Другое,neutral,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,К.А.,Знаток города 4 уровня,2.0,25 марта 2021,"Выбор мебели небольшой, но цены низкие. Продавцы вообще всячески делают вид, будто находятся одни в магазине, на потенциальных покупателей ноль внимания.",,,Yandex,2.0,выбор мебели небольшой но цены низкие продавцы вообще всячески делают вид будто находятся одни в магазине на потенциальных покупателей ноль внимания,153,Другое,neutral,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Надежда Смирнова,Знаток города 9 уровня,5.0,29 октября 2020,"Мне понравился магазин, небольшой, но девочки-консультанты все расскажут и покажут, цены приемлемые.",1.0,,Yandex,5.0,мне понравился магазин небольшой но девочкиконсультанты все расскажут и покажут цены приемлемые,100,Другое,neutral,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Дмитрий Забелин,Знаток города 3 уровня,5.0,18 июля 2020,"В целом все отлично. Заказывали шкаф купе. Заказ выполнеди раньше обещанных сроков даже. Привезли все целое. Собирал сам, все отлично.",,,Yandex,5.0,в целом все отлично заказывали шкаф купе заказ выполнеди раньше обещанных сроков даже привезли все целое собирал сам все отлично,134,Корпусная мебель,positive,Сервис/Доставка,fast
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,алексей звягин,Знаток города 9 уровня,3.0,28 декабря 2019,Жаль нет рассрочки на покупку мебели .а так магазинчик довольно хороший .большой выбор мебели,2.0,,Yandex,3.0,жаль нет рассрочки на покупку мебели а так магазинчик довольно хороший большой выбор мебели,93,Другое,positive,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Анна пономарева,Знаток города 10 уровня,5.0,27 июня 2020,Мебель по доступным ценам хороший магазин рекомендую,1.0,,Yandex,5.0,мебель по доступным ценам хороший магазин рекомендую,52,Другое,positive,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Елена,Знаток города 20 уровня,4.0,19 января 2019,"Мебель качественная (покупала шкафы, тумбы, стулья) Продавцы вежливые, ненавязчивые.",,1.0,Yandex,4.0,мебель качественная покупала шкафы тумбы стулья продавцы вежливые ненавязчивые,84,Корпусная мебель,positive,Качество,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Елена Зайцева,Знаток города 3 уровня,5.0,13 июня 2020,"широкий ассортимент,низкие цены.Но скупают за гроши.",,,Yandex,5.0,широкий ассортиментнизкие ценыно скупают за гроши,52,Другое,neutral,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Ирина Е.,Знаток города 5 уровня,5.0,4 апреля 2020,"Отличный выбор,классный персонал😀",1.0,,Yandex,5.0,отличный выборклассный персонал,33,Другое,positive,Другое,unknown
Планета мебель,"4,0",59 оценок,"ул. Баумана, 214/3","104.152980,52.353077",15.0,Анна,Знаток города 7 уровня,5.0,19 октября 2018,Хорошая качественная мебель на любой вкус и кошелёк,3.0,,Yandex,5.0,хорошая качественная мебель на любой вкус и кошелёк,51,Другое,positive,Качество,unknown
Фартовый,"4,1",31 оценка,"ул. Павла Красильникова, 181А","104.169173,52.349299",12.0,ЮлькаЯ🙃😉,Знаток города 8 уровня,5.0,26 сентября 2021,"Сегодня посетила данный магазин и осталась довольна, как слон))) Очень приятные цены, особенно в наше такое непростое время, отзывчивый продавец по имени Екатерина, и большой разнообразный ассортимент. Ради этого магазина, я не поленилась приехать в другой конец города, ни смотря на проливной дождь и холод.))) И буду приезжать ещё, ведь благодаря этому магазину, у меня наконец-то прошла тревога по отношению к ценам на мебель.)))) После бесконечных и выматывающих поисков нормального кухонного стола со стульями, по разумным ценам, я наконец-то нашла то, что искала. Стол обошёлся мне в 5.300, а стулья в 2.100. Приятные цены, ни правда ли?))) Есть аккуратные журнальные столики от 2.500 тысяч, угловые диваны, где самый дорогой был в районе 39.000 тысяч, при том что к нему ещё шло кресло. Дизайн мебели лаконичный, не вычурный-порадует и молодёжь, и более старшее поколение.))) Я очень благодарна своему навигатору, что он завёз меня ни туда, и я увидела магазин мебели ""Фартовый"")))",1.0,,Yandex,5.0,сегодня посетила данный магазин и осталась довольна как слон очень приятные цены особенно в наше такое непростое время отзывчивый продавец по имени екатерина и большой разнообразный ассортимент ради этого магазина я не поленилась приехать в другой конец города ни смотря на проливной дождь и холод и буду приезжать ещё ведь благодаря этому магазину у меня наконецто прошла тревога по отношению к ценам на мебель после бесконечных и выматывающих поисков нормального кухонного стола со стульями по разумным ценам я наконецто нашла то что искала стол обошёлся мне в а стулья в приятные цены ни правда ли есть аккуратные журнальные столики от тысяч угловые диваны где самый дорогой был в районе тысяч при том что к нему ещё шло кресло дизайн мебели лаконичный не вычурныйпорадует и молодёжь и более старшее поколение я очень благодарна своему навигатору что он завёз меня ни туда и я увидела магазин мебели фартовый,988,Мягкая мебель,neutral,Другое,unknown
Фартовый,"4,1",31 оценка,"ул. Павла Красильникова, 181А","104.169173,52.349299",12.0,Игорь М.,Знаток города 6 уровня,5.0,21 декабря 2023,"Самая лучшая мебель тут,закачесво ручаюсь!!!!!",,,Yandex,5.0,самая лучшая мебель тутзакачесво ручаюсь,46,Другое,neutral,Другое,unknown
